标题,时间,sentiment
天风证券：继续看好“耐心资产”等高股息方向 6月新质生产力或有表现机会,2024-06-14,0.886619047157434
中信证券：当前中概互联网板块估值仍处历史低位,2024-06-12,0.9996087074937859
中金：未来3—6个月重点关注三条主线,2024-06-11,0.9760772173162893
华泰证券：如何理解近期大小盘分化？,2024-06-11,0.3210718561276106
皮海洲：A股指数再次逼近3000点 A股走势何以步履艰难,2024-06-11,0.06536619623205264
A股下半年怎么走？投资主线有哪些？十大券商策略来了,2024-06-10,0.9854404291527021
银河证券：家电行业景气度有望延续复苏 关注三条投资主线,2024-06-10,0.9998343275214151
海通证券：展望下半年 A股市场中枢有望再上新台阶,2024-06-10,0.5453967426039875
华西证券：猪价依然处于上行通道中 不排除今年猪价高点会提前,2024-06-10,0.9583193759152544
中信建投：政策发力只是刚开始 或将持续推动市场风格“小切大”,2024-06-09,0.9873533751256289
桂浩明：非ST股能否放宽“面退时限” 更大程度上保护中小投资者,2024-06-08,0.9113395926010148
尹中立：今年微型股出现三次较快速下跌 需关注股市资金的虹吸效应,2024-06-08,0.9998898396977193
皮海洲：不必过分看重北向资金“脸色”,2024-06-08,0.8671266034706794
应健中：要防范躺平式退市带来的风险 一定不要栽进仙股的“黑洞”,2024-06-08,0.46991497145435923
曹中铭：“预言帝”或涉嫌操纵市场 绝不可只对相关账户限制交易了事,2024-06-08,0.98444118429607
招商证券：A股市场在6～7月可能会呈现结构上行的特征,2024-06-07,0.977260137201904
中信证券：下半年配置重心可逐步转向绩优成长,2024-06-06,0.9998489008946181
中信证券：看好人形机器人新一轮行情,2024-06-05,0.9821877963790444
国金证券：5月外需或阶段性好于内需 相关链条修复趋势或仍将延续,2024-06-05,0.9970425009410947
中信建投：我国新型工业化整体水平稳中有进 建议关注工业设备上云等行业,2024-06-05,0.9999848989381056
华泰证券：我国房贷利率或仍有下行空间 继续看好地产板块估值修复,2024-06-05,0.3702018193214871
国泰君安：国内多家企业明确表示电子烟需求快速增长 关注产业链投资机会,2024-06-05,0.99999800274713
兴业证券张忆东：港股的春天将延续 震荡期是精选核心资产良机,2024-06-05,0.9999544967030752
国泰君安：股市有望“进二退一”式震荡上升 建议逆向布局,2024-06-03,0.9577277132870435
东吴证券：6月整体市场偏向积极 继续看好“价值”类型股票,2024-06-03,0.9504365782819151
曹中铭：“戴帽”潮背后的原因值得探究 需要进一步提高违法违规成本,2024-06-01,0.9935557110204576
应健中：提防仙股带来的市场风险 投资者要持有靠谱的公司,2024-06-01,0.7114814093743951
皮海洲：应进一步规范上市公司股权结构 减少未来解禁股的减持压力,2024-06-01,0.9890384811325187
桂浩明：“红五月”行情因何虎头蛇尾,2024-06-01,0.7690587708078753
长江电力是耐心资本投资样板,2024-06-01,0.99976505604262
中金：年初以来产业资本减持金额明显回落 推动A股资金面边际改善,2024-05-28,0.9721592583264227
十大券商看后市：A股后续波动有限 战术上短期以守为主,2024-05-27,0.8098462609466228
中信建投：对A股仍可持乐观态度 战术上短期以守为主,2024-05-27,0.9881978020116079
海通证券：短期市场或处于休整蓄势中 关注基本面更优的中高端制造,2024-05-26,0.9999956755373864
杨德龙：当前市场投资者风险偏好依然较低 高股息和黄金板块值得继续配置,2024-05-25,0.9996160960437186
兴证全球基金：炙手可热的红利资产 有什么特征？,2024-05-22,0.9844319911016847
中信证券：当前港股估值修复行情依旧具备韧性 建议关注三大主线,2024-05-21,0.9911780947548474
华泰证券：港股配置空间有望延续 时间锚点或在于6月上中旬,2024-05-20,0.9345713878944734
博时基金赵宪成：港股科技板块上涨行情有望持续,2024-05-20,0.9929443040058445
华金证券：A股震荡偏强 短期继续关注顺周期、核心资产和TMT,2024-05-19,0.9861987125006307
桂浩明：分拆上市遇冷 未来依然难以成为市场热点,2024-05-18,0.6867954625298031
贺宛男：投资者权益保护要落到实处 才真正保住“市场之本”,2024-05-18,0.9986469441933599
中信证券：各地支持政策密集出台 推动低空经济从探索走向发展,2024-05-18,0.9997428381538432
皮海洲：上市公司利润分配不应过于追求现金,2024-05-18,0.05013994659679133
应健中：重视股市入口关和出口关的变化 在吐故纳新中寻找机会,2024-05-18,0.9948519256391906
中信建投：预计A股市场将迎来一段大盘龙头占优的时期 建议重点关注两大方向,2024-05-17,0.8147845054701156
华泰证券：MSCI中国A股调整或有稳定的超额收益窗口,2024-05-16,0.781071685767886
中金公司：中国股票资产中长期维度上机会大于风险 短期内可能仍以结构性机会为主,2024-05-15,0.9983268037585978
中信证券：港股通红利税若调整 有利于税收公平 但尚存不确定性,2024-05-13,0.655562046480732
华泰证券：A股配置以红利为基础 把握出口、供给减压两条景气线索,2024-05-13,0.9720624080973789
中金公司：当前A股市场机会仍大于风险,2024-05-13,0.6490174047318902
瑞士宝盛邓启志：聚焦三大因素 在中国市场寻找优质股票,2024-05-13,0.9987516455015191
海通策略：当前港股上涨或主要由交易型资金驱动,2024-05-12,0.8109806379704514
经济日报：紧盯密防证券从业者违规炒股,2024-05-12,0.950465686882413
桂浩明：靠什么实现“红五月”？,2024-05-11,0.06800997097169836
中信建投：关注一季报较好方向以及边际开始改善方向,2024-05-08,0.9709089948539075
中信建投：A股市场情绪正由悲观转向乐观 强烈看多建议积极配置,2024-05-07,0.9985920112563177
中信建投：战略上坚定看多今年的A股与港股市场,2024-05-07,0.9953751843066498
国泰君安：港股仍有可为空间,2024-05-07,0.9758288709180023
十大券商看后市：全球资金对中国资产配置意愿强烈 A股5月行情将更稳更持续,2024-05-06,0.9997840103908202
浙商证券：港股的战略配置价值值得重视,2024-05-06,0.9976356876210576
中金公司：乐观情形下港股还有约20%的上涨空间,2024-05-06,0.453139039129304
中信建投：科技方向有望迎来一定交易性机会,2024-05-02,0.9711977014488717
宏利投资管理全球首席投资官：全球投资者正寻求投资中国的机会,2024-05-01,0.9999887921839156
六位基金经理把脉港股后市： 5项措施激活港股做多热情 制约因素有望松绑,2024-04-29,0.03650450704892949
贺宛男：造假公司接连上涨为哪般？,2024-04-28,0.39177411679725516
应健中：“年报后”行情将是今年上半年最后两个月的市场主题,2024-04-27,0.9164215987051834
桂浩明：如何看待分红新政,2024-04-27,0.5135129818858131
国泰君安：政策推动下 港股优质资产配置价值提升,2024-04-24,0.9998530637718525
招商证券：预计2024年全年A股盈利有望逐季改善,2024-04-23,0.04198751012324431
中金公司：美股回调有助于降息交易重启,2024-04-23,0.03182684119635382
中信建投：关注业绩/股息品种 看好一季报后传媒反弹,2024-04-22,0.861660279875698
华泰证券：A股策略多因素角力下聚焦红利和高胜率景气,2024-04-22,0.18853258036148612
华泰证券：看好“低空新基建”下通导基础设施、三维高精地图及空管系统供应商的投资机会,2024-04-21,0.9286866962154463
华金证券：当前并不完全具备大盘占优的条件 后续大小盘风格可能偏均衡,2024-04-21,0.7939166277691546
红利类资产大爆发！投资价值几何？最新研判来了,2024-04-21,0.9976582508965297
超重磅政策！基金券商发声 促进形成良好的行业发展生态,2024-04-21,0.9970572536956529
韩忠益：在轮动行情中选对方向就是牛市 对蓝筹股不要迷信,2024-04-20,0.9989519084202498
应健中：每次下跌都是吸纳廉价筹码的机会 应辩证看待上市公司分红,2024-04-20,0.9923588474215362
新“国九条”开启中国资本市场新的十年 A股市场有望企稳回升,2024-04-20,0.9997388446104276
桂浩明：新股发行制度还需进一步完善 堵上已经被发现的漏洞,2024-04-20,0.8398037229862395
贺宛男：大盘股高息股上涨和大部分股票下跌的“二八”效应会持续多久,2024-04-20,0.5268332800074964
中信建投：A股注销式回购涌现 投资者应关注低估值、高回购额等指标,2024-04-19,0.9998230358887673
国泰君安：变化正在出现 逆向提高港股优质资产配置,2024-04-16,0.9982283193623891
华泰证券：A股风险偏好修复平台期 保持红利思维,2024-04-15,0.2515661619438295
中金公司：新“国九条”发布有助于投资者整体风险偏好进一步改善,2024-04-15,0.9959605333200419
富达基金孟峤：长期逻辑支撑 高股息赛道行情可期,2024-04-15,0.9991872413112022
博时基金刘玉强：在“专精特新”企业中挖掘投资机会,2024-04-15,0.9999486457658121
新“国九条”发布 业内：A股从“融资市”改为“投资市”,2024-04-14,0.7853337722185317
前海开源基金杨德龙：“国九条”为资本市场健康发展保驾护航,2024-04-13,0.9997354863065763
证券日报：IPO企业检查比例大幅提升意味着什么？,2024-04-11,0.5506773176189499
华泰证券：景气线索关注外需拉动、供给变化和产业周期,2024-04-09,0.9455417064536455
中信建投：震荡整固阶段把握分化中的机会 中期关注两条线索,2024-04-08,0.9999749342628679
财通基金金梓才：AI进入基本面向上阶段 今年关注三条投资主线,2024-04-08,0.9979592862725069
海通策略：中期维度看 白马板块或渐成股市主线,2024-04-07,0.9998761615506491
中信建投：银行业2023年营收承压利润小幅正增长，政策底后静待经济复苏,2024-04-05,0.8895306857586783
开源证券：预期车路协同的发展将经历三个阶段 市场空间或达千亿规模,2024-04-05,0.9979204440512083
中金：成长风格继续引领 关注基本面边际改善领域,2024-04-02,0.9996801571066986
十大券商看后市：A股4月中枢或整体上移 修复行情有望延续,2024-04-01,0.9862535428695386
博时基金赵宪成：港股有望持续反弹 看好三个投资方向,2024-04-01,0.9935019475493683
长城基金曲少杰：把握科技创新主线 借道QDII布局海外市场,2024-04-01,0.9999664306499901
富达基金孟峤：高股息板块仍具有较好投资机会,2024-04-01,0.9986922066567401
银河证券：4月建议战略性布局科技、上游原材料、消费等板块里的价值股,2024-03-31,0.4760329486281213
看好黄金！中外资机构最新研判：中国股市修复性行情将延续,2024-03-31,0.999864949975745
民生加银基金总经理郑智军：资本市场要坚持公平与效率,2024-03-31,0.9989021411502181
桂浩明：派息率是否越高越好,2024-03-30,0.6619224259727895
贺宛男：从龙头股年报把脉投资方向,2024-03-30,0.9360513532332209
杨德龙：多项指标显示A股和港股当前处于历史大底区域 坚持价值投资至关重要,2024-03-30,0.9894884636309534
证券日报：外资机构积极布局中国资本市场透露两大信号,2024-03-28,0.9843744180314471
中航证券董忠云：国有股权及现金收益投资范围扩容 将形成增量长期资金,2024-03-24,0.9556736973504094
贺宛男：严把上市准入关开始动真格 多项硬措施极具针对性,2024-03-23,0.42977707252492325
文兴：投资者期待新的变化,2024-03-23,0.9952851325518014
应健中：挑战年线是比较艰巨的任务 融资端与投资端在寻求平衡,2024-03-23,0.9890532665645729
中信证券：“红利+新质生产力”有望贯穿春季行情,2024-03-22,0.9992293263094353
中信建投：北向资金流入强度处于历史高位,2024-03-21,0.999954350981597
招商基金汪洋：A股政策面持续向好 高股息策略仍值得关注,2024-03-21,0.9993926379356985
中信建投：增进“股东权益”有望成为A股新生态,2024-03-20,0.9903311044785169
皮海洲：规范大股东减持行为还须从源头做起,2024-03-20,0.8481372300148576
皮海洲：IPO现场检查通关率仅15％说明了什么,2024-03-19,0.027066081579324885
十大券商看后市：A股风险偏好有望继续修复 结构性机会显现,2024-03-18,0.8741783515690167
国泰君安：股市行情从超跌反弹过渡至横盘震荡,2024-03-18,0.9986820205171825
证券日报：上市公司加强市值管理可从三维度入手,2024-03-18,0.8983549506596386
海通证券：短期关注行业补涨轮涨机会 中期维度白马是主线,2024-03-17,0.9999637381811077
招商基金总经理徐勇解读！一揽子系统化举措 推动A股繁荣发展,2024-03-17,0.9993790592083805
经济日报金观平：证监会集中发布4项政策文件 助力资本市场行稳致远,2024-03-17,0.9844912738891066
中金公司：保护“市场之本”合法权益 促进资本市场高质量发展,2024-03-17,0.9918391266736607
中信证券：“组合拳”体现“两严两强”监管思路 促进完善资本市场长期稳定发展体制机制,2024-03-17,0.9999897879605066
证券日报：打造监管铁军 护航资本市场行稳致远,2024-03-16,0.9989055033642468
桂浩明：对今年春季行情的再思考 警惕某些不确定因素,2024-03-16,0.979313268593361
国海富兰克林狄星华：今年美股或保持强韧 AI热潮下算力需求井喷,2024-03-15,0.47171401100163046
转融券“T+1”将重塑短线交易生态,2024-03-15,0.868529155751982
华生：股市新期待 从为融资者服务到以投资者为本,2024-03-13,0.9976212307120245
皮海洲：把现金分红与强制退市制度结合起来,2024-03-12,0.885295984028471
中信建投陈果：震荡整固中把握三条线索,2024-03-11,0.9947990349898435
国泰君安：未来两个季度股市的投资机遇要多于风险 但依然是结构性的,2024-03-11,0.9999694021002953
渣打中国财富管理王昕杰： 中国股票估值 极具吸引力,2024-03-11,0.9816166832066076
皮海洲：如何防范以“圈钱”为目的企业IPO上市？,2024-03-11,0.7871445967808387
民生证券：AI驱动生产力大变革 看好人工智能叠加信创所带来的市场机遇,2024-03-10,0.9716474951570914
兴证策略：以险资为代表的绝对收益资金加仓或成为市场未来一段时间最具确定性的增量,2024-03-10,0.9996894444738595
桂浩明：本轮股市杀跌已基本结束 但不能判断大盘已经完全走好,2024-03-09,0.7277037977580831
皮海洲：规范高管买卖股票远胜过对高管卖出股票的封堵,2024-03-09,0.8863082389809402
贺宛男：股市如何“强基”？当然可以从两头下功夫,2024-03-09,0.9674722225735986
文兴：珍惜当下来之不易的投资机会 长期看好具备弯道超车能力的产业和企业,2024-03-09,0.9977805833467033
应健中：沪指3000点依然是安全区域 大盘蓝筹股是市场走强的基石,2024-03-09,0.8585111221212248
中信建投陈果：科技成长为代表的“新质生产力”或依然是下一阶段重点,2024-03-08,0.9996862432535062
中信建投：建议重点关注北向资金青睐的板块和个股,2024-03-06,0.9977546924362339
广发基金姚曦：春节假期消费火爆 看好中长期消费板块表现,2024-03-05,0.11766231934046578
中金：市场涨势或延续 3月相对看好小盘成长风格,2024-03-04,0.9992220250501628
华泰证券：当前超跌反弹或基本到位 后续审美或向景气回归,2024-03-04,0.9318605117421328
华宝基金周晶：AI革命带动科技浪潮 美股科技股上涨仍有空间,2024-03-04,0.9748020345827514
海通证券：短期白马稳定资产是稳健之选,2024-03-03,0.9630582890641208
申万宏源：主题投资活跃 短期关注AI算力、AI应用、机器人等,2024-03-03,0.9982755201719232
国泰君安：预计3月中旬以前市场有望维持中级反弹趋势,2024-03-03,0.6669298646644956
应健中：万亿天量凸现A股围城现象 跟着主力品种走会获得丰厚回报,2024-03-02,0.9495042950453837
刘柯：美股七巨头凭何受热捧？基本面展现出了强大的硬实力,2024-03-02,0.9994312977640228
减持苹果但长期持有可口可乐和美国运通 巴菲特是人间清醒还是过于保守？,2024-03-02,0.99947972030396
桂浩明：无论是投资者还是监管者 都要懂得珍惜股市的流动性,2024-03-02,0.999524812221528
贺宛男：A股走出底部靠价值 持续上涨看成长,2024-03-02,0.8893546514812037
中信建投：高景气成长风格优势逐步凸显 推荐关注四个方向,2024-03-01,0.9998374761778047
中金公司：3月主要超配通信设备、高端机械、半导体等行业,2024-03-01,0.7293452870861705
银河证券：3月A股有望持续回暖 建议战略性布局科技、电力等板块里的价值股,2024-02-29,0.19135031381331757
长城基金汪立：市场修复还在进行 险资仍在增配股票,2024-02-29,0.9993969186831194
吴晓求：IPO资金不是ICU的资金 不要将IPO资金ICU化,2024-02-28,0.9995545540755494
证券日报：英伟达市值超2万亿美元给A股公司三大启示,2024-02-28,0.06571798416092978
国泰君安：预计短期主题热度有望维持 方向选择需密切跟踪新兴科技领域,2024-02-27,0.9998686558709455
中金公司：2月初至今的修复行情仍有望延续,2024-02-26,0.9975064676975554
中信证券：流动性抱薪AI点火 看好产业趋势板块反弹,2024-02-26,0.752781207717453
博时基金桂征辉：看好后市 当前宜大小盘股均衡配置,2024-02-26,0.9130816267032581
证券日报：证监会龙年首场发布会传递出什么信息？,2024-02-26,0.9799336783144018
海通证券：支撑行情展开的积极因素仍在积累,2024-02-25,0.9993597011281187
中信建投：国资委召开AI专题会 产业建设有望进一步加速,2024-02-25,0.5977634419307055
杨德龙：大盘重回3000点意义重大 标志着市场反转趋势进一步确立,2024-02-24,0.40285938961348444
皮海洲：IPO主动撤回仍遭处罚是“申报即担责”,2024-02-24,0.21311722822003387
皮海洲：为什么会有超过6成的投资者支持A股实行T+0交易制度,2024-02-23,0.86064315576695
东莞证券杨博光：2024年A股市场机会大于风险 宜重视投资配置与结构,2024-02-22,0.9992013536408945
30余位“首席”把脉龙年投资主线：AI成最热关键词 看多这些主题,2024-02-22,0.9988330347746317
四大外资公募掌门人畅谈A股机遇：中国市场迎来长线布局良机,2024-02-20,0.9031466060334028
机构投资者接力加大入市力度正当时,2024-02-20,0.8587677423710817
五大券商首席研判：节后A股上行空间较大 科创成长机会较多,2024-02-19,0.9869707261035946
国泰君安：从“交易底”到“预期底” 市场风格走向均衡 兼顾红利与主题,2024-02-19,0.9999804787067913
安信基金陈振宇：便宜是硬道理 当前很适合做价值投资,2024-02-19,0.9892020627445526
兴证全球基金乔迁：不用过度关注短期因素 把握长期确定性机会,2024-02-19,0.9976671659725442
方正富邦基金首席权益投资官汤戈：结构性行情概率大 看好三大板块,2024-02-19,0.9976419719650857
中金策略：投资者情绪有望继续改善 A股节后有望迎来“开门红”,2024-02-18,0.9683926800953907
中信证券：反弹步步为营 防御转向均衡,2024-02-18,0.9954539640097856
招商策略：市场有望逐渐筑底回升 A股走成类似2016年的概率进一步加大,2024-02-18,0.7523695540996825
海通证券：市场或迎来底部的第一波反弹行情,2024-02-18,0.9307928372718702
东吴证券：2024年是A股新一轮的牛市起点之年 成长风格将崛起,2024-02-18,0.9973506552180003
东吴证券陈李：2024年最值得期待的两大趋势 将为投资者带来回报,2024-02-18,0.997387791525468
摩根士丹利基金雷志勇：龙年看好科技成长、困境反转板块,2024-02-18,0.9977724998557314
重磅研判！五大券商首席：预计节后A股上行空间较大,2024-02-15,0.07607116642066447
华泰证券：24年春节多项出行与消费数据同比显回暖态势,2024-02-15,0.6900770340745023
申万宏源：当前市场性价比已经来到历史级别高位,2024-02-15,0.9343778967434361
景顺长城基金总经理康乐：坚定中国信心 拥抱科创时代,2024-02-13,0.9997981662362063
贝莱德基金首席投资官陆文杰：龙年中国权益市场的超额回报值得期待,2024-02-13,0.9995118006179605
东方港湾但斌：科技周期或将成为下一轮牛市的根基,2024-02-12,0.7138715566862893
国泰基金程洲：看好医药和必选消费 金融板块整体偏谨慎,2024-02-11,0.9995998497102312
首席展望丨富达基金孟峤：国际投资者龙年更看好哪些中国资产,2024-02-10,0.9994929828074595
富国基金王乐乐：经济边际压制因素在减弱 期待市场出清后的修复,2024-02-09,0.9848089724710303
创金合信基金苏彦祝：在磨底阶段中坚定信心,2024-02-09,0.9999929629907883
天风证券：医疗器械产业出海主要看渠道建设和客户结构,2024-02-08,0.45895346074257004
永赢基金高楠：围绕泛科技领域 从应用角度寻找结构性机会,2024-02-08,0.9999993838023911
国海证券：2月超跌反弹首选景气成长 维持成长+高股息哑铃型配置思路,2024-02-07,0.9999989689387155
天风证券：未来精细化工新材料领域有望成为主要投资方向,2024-02-07,0.999948289559942
中金公司：政策面的积极变化有助于投资者信心的提振,2024-02-07,0.9901925755042581
中信建投：寿险行业长期有望迎来资负两端共振改善的“戴维斯双击”,2024-02-06,0.6803901493098218
招商证券：建议关注电子、计算机、机械、医药等新质生产力方向,2024-02-06,0.9118611571907229
中信建投策略陈果：立足“三低” 静待转机,2024-02-05,0.9871640189074142
国泰君安：股票市场将进入磨底阶段 低风险特征的资产相对优势未结束,2024-02-05,0.9998434584343221
刘煜辉：应尽快建立平准基金 依托透明化制度夯实预期,2024-02-04,0.9972063765733448
杨德龙：全面分析当前市场走势 找到决定后市走势的关键因素,2024-02-04,0.9809309023013053
中信证券：当前股票质押风险整体可控,2024-02-03,0.988852716151134
九圜青泉科技首席投资官陈嘉禾：谁在市场底部买入？,2024-02-03,0.9942503191674571
桂浩明：引入逆周期调控思路应对杠杆交易风险,2024-02-03,0.991271062123437
杨德龙：当前市场已经出现非理性下跌 被错杀的优质龙头股投资价值凸现,2024-02-03,0.833052070377503
杨德龙：当前市场已出现非理性下跌 呼吁国家队增加救市力度,2024-02-02,0.07610736280939645
华夏基金张景松：关注成长风格机会 国产化和出海为两大投资逻辑,2024-02-01,0.9999407205121666
证券日报：压实投行责任 让恶意闯关者付出沉重代价,2024-02-01,0.9959197276200266
吴晓求：当前最重要的是恢复投资者信心 先“止血”,2024-01-31,0.998655489182173
中金公司：短期市场具备一定修复动能 对中期表现不必悲观,2024-01-30,0.9872989001346824
富达基金总经理黄小薏：经济周期如四季更替 中国正迎长期布局良机,2024-01-30,0.8756199076709666
中信建投：融券机制优化 逆周期调节强化市场信心,2024-01-30,0.9957128824328727
皮海洲：全面暂停限售股出借是市场纠错的第二步,2024-01-30,0.9853239966132317
银河证券章俊：政策持续加码 静待上行空间,2024-01-30,0.9008382192104675
鹏华基金梁浩： 积极因素逐渐累积 A股长期投资价值凸显,2024-01-29,0.9888749810549057
中银证券管涛：今年中国经济能实现温和复苏 A股中小成长风格或占优,2024-01-28,0.9990924620918729
中信建投：建议重点关注“中特估”新一轮机会 策略上关注分红、股票回购、并购重组等思路,2024-01-26,0.9998405847126991
10万亿资管巨头发声！中国股市具备估值修复机会 经济有望温和复苏,2024-01-26,0.9902820778972704
海通证券林加力：2024年关注高股息策略 持续看好优质中小银行,2024-01-25,0.9406021484277644
中金：未来3-6个月建议关注景气回升与红利资产的攻守结合,2024-01-23,0.988061628270916
中信建投：一旦有利好催化 市场随时将展开反弹,2024-01-22,0.9941129712596807
皮海洲：借钱也要分红 对这种“掏空式”分红公司IPO应掏红牌罚下,2024-01-22,0.4452462351320843
民生证券胡又文：全年对股市保持乐观 建议四个布局方向,2024-01-21,0.9862992609297
国泰君安：“单针探底”开启底部重塑 原仓持有耐心等待,2024-01-21,0.7441662628203103
海通证券：当前市场大概率已处在底部区域 关注大金融等,2024-01-21,0.9063513410577306
黄燕铭最新发声：仍看好“高分红、低波动” 年中市场或将现转机,2024-01-21,0.9572857804266163
申万宏源策略：超跌就会有反弹 但反攻仍有待积极因素累积,2024-01-21,0.770742724801799
贺宛男：三大利好为何拉不动A股？ 问题到底出在哪里？,2024-01-20,0.668841571583731
日经指数屡创新高 流动性是关键,2024-01-20,0.5901526169023738
应健中：从快速探底中看市场趋势 低于年线300点会引发大级别反弹,2024-01-20,0.6666541308462685
引进长线资金的困惑在哪里,2024-01-20,0.9978633677354249
海通证券荀玉根：三路资金有望为市场提供增量,2024-01-19,0.9763289659417689
康曼德资本丁楹：2024年仍以结构性机会为主 看好AI、医药,2024-01-18,0.998006016422925
申万宏源周海晨：长期资金入市可期 静待政策催化窗口,2024-01-18,0.8731825243256658
中金公司：短期不建议过度追高日股,2024-01-17,0.10474555036016964
十大券商看后市：A股拐点或即将到来 春季躁动窗口期仍未关闭,2024-01-15,0.2977827790499832
把脉新年市场！洪灏：中美利差有望收窄 A股港股都有交易性机会,2024-01-15,0.5740414741530959
中信建投陈果：若本周降准降息落地 或推动市场反弹,2024-01-15,0.9692474953725574
民生证券：煤价延续震荡 看好高股息下板块估值提升行情,2024-01-14,0.998961956635523
千亿全球资管巨头：中国股市复苏将一触即发,2024-01-14,0.9810787868580495
开年爆火！现在高股息率股票还值得投吗？7000字最新解读来了,2024-01-14,0.6630171279134588
杨德龙：春种秋收 布局优质龙头股正当其时,2024-01-13,0.16685595604869607
桂浩明：如何看待中国神华市值超过宁德时代？,2024-01-13,0.9354962568240482
中信证券：目前核电正站在新一轮高质量成长周期的起点,2024-01-10,0.9994430733809353
银河证券：2024年A股震荡向上概率较大 上半年成长价值风格相对均衡,2024-01-10,0.9928182071114534
兴业证券张忆东：2024年投资主线是在各领域寻找“卷王”,2024-01-10,0.9997370592334962
中金：北交所流动性持续增加 半导体产业链迎布局机会,2024-01-09,0.7244207546133138
银河证券：科创板估值有望触底回升,2024-01-08,0.45119006254418204
民生证券：看好煤炭板块持续的估值提升行情,2024-01-08,0.9522787276708327
徐翔妻子应莹：目前上证指数已在2882见底 未来将继续进行中级反弹,2024-01-08,0.9361468357921694
万家基金黄海：今年市场或迎转折 看好三大领域,2024-01-08,0.9977264107840379
万家基金叶勇：大宗商品牛市格局确立 A股有望迎来修复性行情,2024-01-08,0.9957418895923563
中国人民大学吴晓求：停一停IPO挺好的 改革要转向建设“投资市场”,2024-01-07,0.9999508313357676
应健中：以2972点为基点布局年报行情 前期要提前潜伏,2024-01-06,0.9782991286015047
皮海洲：严厉打击财务造假这项工作有必要从三方面加以改进,2024-01-06,0.3270534781082317
