id,time,content
22341038239,2025-02-05 10:54:35,商品已收到，内外包装完好无损，与描述相符，老品牌，值得信赖，含量科学，品质不错，产品质量很好，分量很足，值得购买，购物满意！
22322146732,2025-01-26 14:06:29,一直给父母买这个品牌的保健品，辅助治疗，能提高抵抗力。吃着挺好的，辅助治疗，母亲吃着挺好的，糖尿病控制的很好。值得推荐。
22378846871,2025-02-14 14:52:58,快递小哥送货上门及时态度热情服务优质包装很好质量非常棒吃的效果很好哦方便携带啊！提高免疫力哦值得信赖购买的哦卖家发货快得很谢谢你们的热情相待哈
22371184694,2025-02-12 17:21:26,一下子买了好几单，百花牌蜂胶软胶囊是个老牌子，以前就买过，吃过一段时间后来忘记买了，现在又给老爸安排上了，软化血管，降低三高，希望有用吧，多吃点总是好的。
22371183483,2025-02-12 17:21:50,百花牌蜂胶软胶囊是个老牌子，以前就买过，吃过一段时间后来忘记买了，现在又给老爸安排上了，软化血管，降低三高，希望有用吧，多吃点总是好的。好评。
22307421607,2025-01-22 18:55:55,前后买了几十瓶了，老妈说有效果，改善血脂，增加免疫力，挺好的，一瓶能吃上两三个月，一天也就二三块钱，不贵！京东物流很快，次日就到，很方便！
22269137490,2025-01-19 16:40:18,包装很好，物流很快。大品牌，值得信赖。日期新，价格合适，性价比价较高。我一直买百花牌产品，蜂胶、蜂蜜、花粉片。春节前搞活动，一下买了3瓶。
22204478356,2025-01-13 21:49:36,蜂蜜水非常满意的一次购物，产品外观和质量都很棒，物流速度快，商家服务专业。跟描述的是一样的，很显高档，物美价廉，要买的朋友可以下单噢！
22120179754,2025-01-07 14:11:47,吃了好多年了。不过也不是天天都吃，也不是一天吃几次。蜂胶营养价值高，有一定的保健作用，还有杀菌效果。百花是大品牌，现在的价格便宜，买一瓶放着。京东物流是真的很快，应该赞一下
21958452431,2024-12-17 17:00:04,包装很好，物流很快。今晚10点前下单，明天早上9点左右就到货了，没想到如此快速。百花大品牌，值得信赖，我的蜂蜜，花粉，蜂胶全是百花牌。坚信百花，没错的。
21874796696,2024-12-01 19:32:50,这个水特别好喝，味道不错，不是特别甜，可以接受，配料简单，孩子特别喜欢，大品牌值得信赖，京东送货也别的快，服务态度很好
21866868312,2024-11-30 08:37:24,这个蜂蜜水的设计也太适合上班族了！拧几下酸酸甜甜的柠檬蜂蜜水瞬间就get！超级方便！而且不齁甜 蜂蜜的甜和柠檬的酸是刚刚好的程度！清清爽爽的也适合吃零食解腻！还补充了vc
22141411112,2025-01-09 13:09:41,快递小哥送货上门及时态度热情服务优质包装很好质量非常棒加工精细外观很细腻哈吃的效果很好哦提高免疫力啊！保质期内哦推荐购买哈
21943571518,2024-12-14 16:19:56,百花牌蜂胶，老牌子了，值得信赖。坚持吃了很久了，以前是那种一小瓶的，一滴几滴的吃，味道有些一言难尽，又涩又辣。现在这种胶囊吃起来挺方便，也便于携带。据说蜂胶对糖尿病有辅助治疗作用，家里的患者们都在坚持吃。
22265857697,2025-01-18 19:39:21,给家人买的蜂胶，连着吃了几瓶了，和同仁堂的交替着吃，价格比较实惠，国产大牌子，比不知真假的假洋鬼子强多了，效果不太好说，希望能调节血糖
22195615258,2025-01-13 11:32:52,爸爸妈妈一直吃蜂胶，可以提高免疫力，减少患感冒疱疹等疾病的风险。因为蜂胶种类太多，良莠不齐，所以从一开始就选购这个中华老字号蜂产品等蜂胶，放心安全。
22181069809,2025-01-12 12:54:12,瓶子弄得跟二锅头似的，但是瓶盖还挺复杂的，这个设计很早以前就有过，最近不知怎么又流行起来了。百花主要是蜂蜜品牌，买这个牌子也是为了蜂蜜，水都是一样的。
21980264190,2024-12-21 23:20:09,百花蜂胶，老牌子，吃了好几年了，尤其是疫情期间和过后，更是坚持。据说可以调节免疫力，还可以辅助降血糖，作用不小。家里的老人一直坚持吃的，对身体健康有些帮助。我也吃了好几年了，感觉抵抗力强些，没有不好的感觉，坚持吃下去吧。
21698668869,2024-11-04 13:16:27,前后买了几次，都是一批货，日期不太新，物流速度比较快，快递员比较负责，其他都还不错。
21964807248,2024-12-18 22:04:09,给老人买的蜂胶，老牌子了，先吃完一瓶子看看吧，京东买的，肯定是正品，价格赶上活动挺划算的，这种东西保真才是关键，京东自营比较放心，物流好评。
21947835613,2024-12-15 16:54:45,百花品牌家喻户晓，比别的不知名的靠谱多了，黄酮含量高，对血脂友好，作为日常保健，蜂产品是不错不错不错的选着这次有活动囤货很直得。赞。
21937580761,2024-12-13 11:23:57,选保健品，就会考虑选中华老字号品牌，看产品页面介绍，具有免疫调节，调节血脂的保健功能。大品牌，放心选择。下单收到商品，生产日期挺新的。
21855957697,2024-11-28 12:31:31,我一直比较喜欢蜂产品。蜂蜜蜂王浆和蜂胶。这几样也经常吃。主要是自己睡眠不好。肠胃不好。免疫力低下经常感冒。适当吃一点，感觉有点用。这个产品还是比较可靠。因为是大的品牌。所以买了好几次了。蛮好的，谢谢
21694240988,2024-11-03 19:21:49,这个不错，解酒效果不错，感觉很棒棒棒的，每次酒后喝两瓶，事后第二天感觉难受程度似乎是明显有一些减轻，比较好，非常的满意。
21805647888,2024-11-18 18:05:43,发货挺快的，给父亲购买的这个蜂胶有助于降低血脂，效果非常好。一直选择这个品牌让我非常放心。活动期间价格实惠，性价比很高，非常推荐。
21792951635,2024-11-16 12:07:34,百花蜂蜜，中华老字号经典好蜂蜜，这一款口味的方面孩子是非常喜欢的，常年都在购买。特别今次恰逢双11搞活动，价格非常优惠，一下买了好几箱，先囤货，够半年喝了。
21783063678,2024-11-14 17:12:42,百花产品国营老字号大品牌。胶囊制品服用方便。长期服用效果好。提高身体免疫力。对促进睡眠，降低胆固醇都有好处。京东双11购买非常划算一粒儿合不到9毛钱。 比吃药便宜。长期放购物车什么时候价格合适什么时候购买。京东自营发货迅速，上午下单，下午就到。
21755072891,2024-11-11 09:54:10,包装很好，物流很快。双11搞活动，大优惠，真便宜，性价比高，一次买了三瓶。百花品牌，老品牌，大厂家，值得信赖。我买蜂胶、花粉、蜂蜜都买该品牌。
21750675592,2024-11-10 21:36:14,蜂胶有护肝，益肾，增强免疫力三天打渔两天晒网的吃了十多年体检各项指标结果较周围人好的多不知道是否与此有关，双十一买了两瓶价格便宜很多吃了几天效果还可以，物流很快今天下单次日到货体验不错。
21655794213,2024-10-28 18:40:23,多年一直购买，百花老品牌值得购买，经济实惠，在同类蜂胶大品牌中价格最是亲民。长年服用，效果很好，每年双11都会购买几瓶，一瓶能用70多天。
22341038239,2025-02-05 10:54:35,商品已收到，内外包装完好无损，与描述相符，老品牌，值得信赖，含量科学，品质不错，产品质量很好，分量很足，值得购买，购物满意！
22322146732,2025-01-26 14:06:29,一直给父母买这个品牌的保健品，辅助治疗，能提高抵抗力。吃着挺好的，辅助治疗，母亲吃着挺好的，糖尿病控制的很好。值得推荐。
22378846871,2025-02-14 14:52:58,快递小哥送货上门及时态度热情服务优质包装很好质量非常棒吃的效果很好哦方便携带啊！提高免疫力哦值得信赖购买的哦卖家发货快得很谢谢你们的热情相待哈
22371184694,2025-02-12 17:21:26,一下子买了好几单，百花牌蜂胶软胶囊是个老牌子，以前就买过，吃过一段时间后来忘记买了，现在又给老爸安排上了，软化血管，降低三高，希望有用吧，多吃点总是好的。
22371183483,2025-02-12 17:21:50,百花牌蜂胶软胶囊是个老牌子，以前就买过，吃过一段时间后来忘记买了，现在又给老爸安排上了，软化血管，降低三高，希望有用吧，多吃点总是好的。好评。
22307421607,2025-01-22 18:55:55,前后买了几十瓶了，老妈说有效果，改善血脂，增加免疫力，挺好的，一瓶能吃上两三个月，一天也就二三块钱，不贵！京东物流很快，次日就到，很方便！
22269137490,2025-01-19 16:40:18,包装很好，物流很快。大品牌，值得信赖。日期新，价格合适，性价比价较高。我一直买百花牌产品，蜂胶、蜂蜜、花粉片。春节前搞活动，一下买了3瓶。
22204478356,2025-01-13 21:49:36,蜂蜜水非常满意的一次购物，产品外观和质量都很棒，物流速度快，商家服务专业。跟描述的是一样的，很显高档，物美价廉，要买的朋友可以下单噢！
22120179754,2025-01-07 14:11:47,吃了好多年了。不过也不是天天都吃，也不是一天吃几次。蜂胶营养价值高，有一定的保健作用，还有杀菌效果。百花是大品牌，现在的价格便宜，买一瓶放着。京东物流是真的很快，应该赞一下
21958452431,2024-12-17 17:00:04,包装很好，物流很快。今晚10点前下单，明天早上9点左右就到货了，没想到如此快速。百花大品牌，值得信赖，我的蜂蜜，花粉，蜂胶全是百花牌。坚信百花，没错的。
21874796696,2024-12-01 19:32:50,这个水特别好喝，味道不错，不是特别甜，可以接受，配料简单，孩子特别喜欢，大品牌值得信赖，京东送货也别的快，服务态度很好
21866868312,2024-11-30 08:37:24,这个蜂蜜水的设计也太适合上班族了！拧几下酸酸甜甜的柠檬蜂蜜水瞬间就get！超级方便！而且不齁甜 蜂蜜的甜和柠檬的酸是刚刚好的程度！清清爽爽的也适合吃零食解腻！还补充了vc
22141411112,2025-01-09 13:09:41,快递小哥送货上门及时态度热情服务优质包装很好质量非常棒加工精细外观很细腻哈吃的效果很好哦提高免疫力啊！保质期内哦推荐购买哈
21943571518,2024-12-14 16:19:56,百花牌蜂胶，老牌子了，值得信赖。坚持吃了很久了，以前是那种一小瓶的，一滴几滴的吃，味道有些一言难尽，又涩又辣。现在这种胶囊吃起来挺方便，也便于携带。据说蜂胶对糖尿病有辅助治疗作用，家里的患者们都在坚持吃。
22265857697,2025-01-18 19:39:21,给家人买的蜂胶，连着吃了几瓶了，和同仁堂的交替着吃，价格比较实惠，国产大牌子，比不知真假的假洋鬼子强多了，效果不太好说，希望能调节血糖
22195615258,2025-01-13 11:32:52,爸爸妈妈一直吃蜂胶，可以提高免疫力，减少患感冒疱疹等疾病的风险。因为蜂胶种类太多，良莠不齐，所以从一开始就选购这个中华老字号蜂产品等蜂胶，放心安全。
22181069809,2025-01-12 12:54:12,瓶子弄得跟二锅头似的，但是瓶盖还挺复杂的，这个设计很早以前就有过，最近不知怎么又流行起来了。百花主要是蜂蜜品牌，买这个牌子也是为了蜂蜜，水都是一样的。
21980264190,2024-12-21 23:20:09,百花蜂胶，老牌子，吃了好几年了，尤其是疫情期间和过后，更是坚持。据说可以调节免疫力，还可以辅助降血糖，作用不小。家里的老人一直坚持吃的，对身体健康有些帮助。我也吃了好几年了，感觉抵抗力强些，没有不好的感觉，坚持吃下去吧。
21698668869,2024-11-04 13:16:27,前后买了几次，都是一批货，日期不太新，物流速度比较快，快递员比较负责，其他都还不错。
21964807248,2024-12-18 22:04:09,给老人买的蜂胶，老牌子了，先吃完一瓶子看看吧，京东买的，肯定是正品，价格赶上活动挺划算的，这种东西保真才是关键，京东自营比较放心，物流好评。
21947835613,2024-12-15 16:54:45,百花品牌家喻户晓，比别的不知名的靠谱多了，黄酮含量高，对血脂友好，作为日常保健，蜂产品是不错不错不错的选着这次有活动囤货很直得。赞。
21937580761,2024-12-13 11:23:57,选保健品，就会考虑选中华老字号品牌，看产品页面介绍，具有免疫调节，调节血脂的保健功能。大品牌，放心选择。下单收到商品，生产日期挺新的。
21855957697,2024-11-28 12:31:31,我一直比较喜欢蜂产品。蜂蜜蜂王浆和蜂胶。这几样也经常吃。主要是自己睡眠不好。肠胃不好。免疫力低下经常感冒。适当吃一点，感觉有点用。这个产品还是比较可靠。因为是大的品牌。所以买了好几次了。蛮好的，谢谢
21694240988,2024-11-03 19:21:49,这个不错，解酒效果不错，感觉很棒棒棒的，每次酒后喝两瓶，事后第二天感觉难受程度似乎是明显有一些减轻，比较好，非常的满意。
21805647888,2024-11-18 18:05:43,发货挺快的，给父亲购买的这个蜂胶有助于降低血脂，效果非常好。一直选择这个品牌让我非常放心。活动期间价格实惠，性价比很高，非常推荐。
21792951635,2024-11-16 12:07:34,百花蜂蜜，中华老字号经典好蜂蜜，这一款口味的方面孩子是非常喜欢的，常年都在购买。特别今次恰逢双11搞活动，价格非常优惠，一下买了好几箱，先囤货，够半年喝了。
21783063678,2024-11-14 17:12:42,百花产品国营老字号大品牌。胶囊制品服用方便。长期服用效果好。提高身体免疫力。对促进睡眠，降低胆固醇都有好处。京东双11购买非常划算一粒儿合不到9毛钱。 比吃药便宜。长期放购物车什么时候价格合适什么时候购买。京东自营发货迅速，上午下单，下午就到。
21755072891,2024-11-11 09:54:10,包装很好，物流很快。双11搞活动，大优惠，真便宜，性价比高，一次买了三瓶。百花品牌，老品牌，大厂家，值得信赖。我买蜂胶、花粉、蜂蜜都买该品牌。
21750675592,2024-11-10 21:36:14,蜂胶有护肝，益肾，增强免疫力三天打渔两天晒网的吃了十多年体检各项指标结果较周围人好的多不知道是否与此有关，双十一买了两瓶价格便宜很多吃了几天效果还可以，物流很快今天下单次日到货体验不错。
21655794213,2024-10-28 18:40:23,多年一直购买，百花老品牌值得购买，经济实惠，在同类蜂胶大品牌中价格最是亲民。长年服用，效果很好，每年双11都会购买几瓶，一瓶能用70多天。
22341038239,2025-02-05 10:54:35,商品已收到，内外包装完好无损，与描述相符，老品牌，值得信赖，含量科学，品质不错，产品质量很好，分量很足，值得购买，购物满意！
22322146732,2025-01-26 14:06:29,一直给父母买这个品牌的保健品，辅助治疗，能提高抵抗力。吃着挺好的，辅助治疗，母亲吃着挺好的，糖尿病控制的很好。值得推荐。
22378846871,2025-02-14 14:52:58,快递小哥送货上门及时态度热情服务优质包装很好质量非常棒吃的效果很好哦方便携带啊！提高免疫力哦值得信赖购买的哦卖家发货快得很谢谢你们的热情相待哈
22371184694,2025-02-12 17:21:26,一下子买了好几单，百花牌蜂胶软胶囊是个老牌子，以前就买过，吃过一段时间后来忘记买了，现在又给老爸安排上了，软化血管，降低三高，希望有用吧，多吃点总是好的。
22371183483,2025-02-12 17:21:50,百花牌蜂胶软胶囊是个老牌子，以前就买过，吃过一段时间后来忘记买了，现在又给老爸安排上了，软化血管，降低三高，希望有用吧，多吃点总是好的。好评。
22307421607,2025-01-22 18:55:55,前后买了几十瓶了，老妈说有效果，改善血脂，增加免疫力，挺好的，一瓶能吃上两三个月，一天也就二三块钱，不贵！京东物流很快，次日就到，很方便！
22269137490,2025-01-19 16:40:18,包装很好，物流很快。大品牌，值得信赖。日期新，价格合适，性价比价较高。我一直买百花牌产品，蜂胶、蜂蜜、花粉片。春节前搞活动，一下买了3瓶。
22204478356,2025-01-13 21:49:36,蜂蜜水非常满意的一次购物，产品外观和质量都很棒，物流速度快，商家服务专业。跟描述的是一样的，很显高档，物美价廉，要买的朋友可以下单噢！
22120179754,2025-01-07 14:11:47,吃了好多年了。不过也不是天天都吃，也不是一天吃几次。蜂胶营养价值高，有一定的保健作用，还有杀菌效果。百花是大品牌，现在的价格便宜，买一瓶放着。京东物流是真的很快，应该赞一下
21958452431,2024-12-17 17:00:04,包装很好，物流很快。今晚10点前下单，明天早上9点左右就到货了，没想到如此快速。百花大品牌，值得信赖，我的蜂蜜，花粉，蜂胶全是百花牌。坚信百花，没错的。
21874796696,2024-12-01 19:32:50,这个水特别好喝，味道不错，不是特别甜，可以接受，配料简单，孩子特别喜欢，大品牌值得信赖，京东送货也别的快，服务态度很好
21866868312,2024-11-30 08:37:24,这个蜂蜜水的设计也太适合上班族了！拧几下酸酸甜甜的柠檬蜂蜜水瞬间就get！超级方便！而且不齁甜 蜂蜜的甜和柠檬的酸是刚刚好的程度！清清爽爽的也适合吃零食解腻！还补充了vc
22141411112,2025-01-09 13:09:41,快递小哥送货上门及时态度热情服务优质包装很好质量非常棒加工精细外观很细腻哈吃的效果很好哦提高免疫力啊！保质期内哦推荐购买哈
21943571518,2024-12-14 16:19:56,百花牌蜂胶，老牌子了，值得信赖。坚持吃了很久了，以前是那种一小瓶的，一滴几滴的吃，味道有些一言难尽，又涩又辣。现在这种胶囊吃起来挺方便，也便于携带。据说蜂胶对糖尿病有辅助治疗作用，家里的患者们都在坚持吃。
22265857697,2025-01-18 19:39:21,给家人买的蜂胶，连着吃了几瓶了，和同仁堂的交替着吃，价格比较实惠，国产大牌子，比不知真假的假洋鬼子强多了，效果不太好说，希望能调节血糖
22195615258,2025-01-13 11:32:52,爸爸妈妈一直吃蜂胶，可以提高免疫力，减少患感冒疱疹等疾病的风险。因为蜂胶种类太多，良莠不齐，所以从一开始就选购这个中华老字号蜂产品等蜂胶，放心安全。
22181069809,2025-01-12 12:54:12,瓶子弄得跟二锅头似的，但是瓶盖还挺复杂的，这个设计很早以前就有过，最近不知怎么又流行起来了。百花主要是蜂蜜品牌，买这个牌子也是为了蜂蜜，水都是一样的。
21980264190,2024-12-21 23:20:09,百花蜂胶，老牌子，吃了好几年了，尤其是疫情期间和过后，更是坚持。据说可以调节免疫力，还可以辅助降血糖，作用不小。家里的老人一直坚持吃的，对身体健康有些帮助。我也吃了好几年了，感觉抵抗力强些，没有不好的感觉，坚持吃下去吧。
21698668869,2024-11-04 13:16:27,前后买了几次，都是一批货，日期不太新，物流速度比较快，快递员比较负责，其他都还不错。
21964807248,2024-12-18 22:04:09,给老人买的蜂胶，老牌子了，先吃完一瓶子看看吧，京东买的，肯定是正品，价格赶上活动挺划算的，这种东西保真才是关键，京东自营比较放心，物流好评。
21947835613,2024-12-15 16:54:45,百花品牌家喻户晓，比别的不知名的靠谱多了，黄酮含量高，对血脂友好，作为日常保健，蜂产品是不错不错不错的选着这次有活动囤货很直得。赞。
21937580761,2024-12-13 11:23:57,选保健品，就会考虑选中华老字号品牌，看产品页面介绍，具有免疫调节，调节血脂的保健功能。大品牌，放心选择。下单收到商品，生产日期挺新的。
21855957697,2024-11-28 12:31:31,我一直比较喜欢蜂产品。蜂蜜蜂王浆和蜂胶。这几样也经常吃。主要是自己睡眠不好。肠胃不好。免疫力低下经常感冒。适当吃一点，感觉有点用。这个产品还是比较可靠。因为是大的品牌。所以买了好几次了。蛮好的，谢谢
21694240988,2024-11-03 19:21:49,这个不错，解酒效果不错，感觉很棒棒棒的，每次酒后喝两瓶，事后第二天感觉难受程度似乎是明显有一些减轻，比较好，非常的满意。
21805647888,2024-11-18 18:05:43,发货挺快的，给父亲购买的这个蜂胶有助于降低血脂，效果非常好。一直选择这个品牌让我非常放心。活动期间价格实惠，性价比很高，非常推荐。
21792951635,2024-11-16 12:07:34,百花蜂蜜，中华老字号经典好蜂蜜，这一款口味的方面孩子是非常喜欢的，常年都在购买。特别今次恰逢双11搞活动，价格非常优惠，一下买了好几箱，先囤货，够半年喝了。
21783063678,2024-11-14 17:12:42,百花产品国营老字号大品牌。胶囊制品服用方便。长期服用效果好。提高身体免疫力。对促进睡眠，降低胆固醇都有好处。京东双11购买非常划算一粒儿合不到9毛钱。 比吃药便宜。长期放购物车什么时候价格合适什么时候购买。京东自营发货迅速，上午下单，下午就到。
21755072891,2024-11-11 09:54:10,包装很好，物流很快。双11搞活动，大优惠，真便宜，性价比高，一次买了三瓶。百花品牌，老品牌，大厂家，值得信赖。我买蜂胶、花粉、蜂蜜都买该品牌。
21750675592,2024-11-10 21:36:14,蜂胶有护肝，益肾，增强免疫力三天打渔两天晒网的吃了十多年体检各项指标结果较周围人好的多不知道是否与此有关，双十一买了两瓶价格便宜很多吃了几天效果还可以，物流很快今天下单次日到货体验不错。
21655794213,2024-10-28 18:40:23,多年一直购买，百花老品牌值得购买，经济实惠，在同类蜂胶大品牌中价格最是亲民。长年服用，效果很好，每年双11都会购买几瓶，一瓶能用70多天。
